"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
1,0.485649742509252,0.0939056246653889,0.0269057172950569,0.0495664626345392,0.0530242268265419,0.0660381990747323,0.186901685204785,0.0216549829548884,0.0163533588348161
2,0.204713594873293,0.208642437298432,0.0605613897866143,0.142226531598905,0.0624350862442292,0.0671744415483327,0.174661932798729,0.0454524452921954,0.03413214055927
3,0.27302266858063,0.172721354311652,0.0656802524065218,0.134599354856088,0.0667251210096385,0.0671093653143904,0.160250316091299,0.0316717838484814,0.0282197835812999
4,0.171493962251705,0.168406412815092,0.0460803150890145,0.10656517325394,0.067368938932529,0.0729885787819117,0.286678340073439,0.0377646358887814,0.0426536429135878
5,0.135450705688348,0.253098578071088,0.0445460497903489,0.0965935654972592,0.0585413755297121,0.0585700489463281,0.282033631590046,0.0371507833883494,0.0340152614985195
6,0.251144029172782,0.141231803734005,0.0572234497717964,0.116676632815576,0.0722015022516498,0.0878173844063649,0.208444080824159,0.0317119900627286,0.033549126960938
7,0.255433601686809,0.193921620623972,0.0548728844706307,0.136721114263294,0.0563507483757734,0.0593002412233956,0.178702463406769,0.0359683313820183,0.028728994567338
8,0.172926920718713,0.223308804159809,0.0539539301509572,0.12651756854946,0.0589427707204999,0.065456842405262,0.222617592100836,0.04337139266975,0.0329041785247124
9,0.272738260509358,0.124879994187549,0.0356061252990699,0.0766317110432025,0.056663140368471,0.0857471271434341,0.287690145945711,0.0300522813461296,0.0299912141570753
10,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
11,0.407125894426766,0.075254576029686,0.0561863806352113,0.109329873025497,0.090567943612606,0.0981737668648827,0.122264118287268,0.0190179183440311,0.0220795287740526
12,0.172929800370109,0.16245793506697,0.0464433210962823,0.107129233481832,0.0681344140758427,0.0746087484567099,0.286882724977412,0.0382375877138942,0.043176234760948
13,0.533797279776101,0.0945239682680954,0.0273597768641624,0.0538518833740202,0.0542999185354108,0.0578453255902246,0.144597412335587,0.0185667793483498,0.0151576559080492
14,0.17292980036661,0.162457935066599,0.0464433210968163,0.107129233482875,0.0681344140760135,0.0746087484567701,0.286882724981801,0.0382375877133799,0.0431762347591349
15,0.177852407390928,0.239826303345885,0.0550140241148735,0.146707938249878,0.0591953350971901,0.0690337725443822,0.176653213893082,0.0436041165022964,0.0321128888614847
16,0.236173251551941,0.0807841030094519,0.0815296048252629,0.130531258261088,0.116724793721238,0.151649942324306,0.130955391130472,0.0363084057485993,0.0353432494276406
17,0.196357126055773,0.196779427980725,0.058573691887496,0.144265048611504,0.0719717278739569,0.0742739834701981,0.178701599241897,0.0453835379496049,0.0336938569288453
18,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
19,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
20,0.171162703363902,0.248275732695598,0.0533197044078736,0.146663669658767,0.0577731686482964,0.0694414468879165,0.179516772321515,0.0427381237529809,0.0311086782631505
21,0.202043955761704,0.210498538790297,0.0602306810759717,0.141973669372567,0.0632173401063026,0.0676838316840648,0.1744676449796,0.0453536576265043,0.0345306806029888
22,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
23,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
24,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
25,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
26,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
27,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
28,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
29,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
30,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
31,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
32,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
33,0.112715867142574,0.224323009180641,0.048331332643368,0.127033491443878,0.0647063149119972,0.057079871049104,0.303550701798066,0.0302994106292206,0.0319600012011516
34,0.172929800370109,0.16245793506697,0.0464433210962823,0.107129233481832,0.0681344140758427,0.0746087484567099,0.286882724977412,0.0382375877138942,0.043176234760948
35,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
36,0.172929803003547,0.162457939884214,0.046443321885737,0.107129237129925,0.0681344136944137,0.0746087491780127,0.286882717467733,0.03823758626694,0.0431762314894776
37,0.400313403868012,0.0907578520215201,0.0252644640346596,0.0616501817245816,0.0494125357465338,0.0874746183791456,0.241081736790316,0.0243212944923033,0.0197239129429286
38,0.245744050910431,0.201747362484818,0.0562861320247701,0.139482756259985,0.0588314064426691,0.0639397607855277,0.169720513981355,0.0360318208570375,0.0282161962534076
39,0.165266421148766,0.19466590564202,0.044389900968493,0.10359879499152,0.0641094776232388,0.0667393190650918,0.285269602461627,0.0356626563387334,0.0402979217605098
40,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
41,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
42,0.379804973674321,0.148004439281602,0.0366812498649043,0.0798314710911711,0.060853833967016,0.060224106874589,0.195297409108557,0.0176134459952304,0.0216890701426083
43,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
44,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
45,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
46,0.172541360611012,0.162125315761247,0.0463577648821004,0.107040633074398,0.0680742823678003,0.0748953059737585,0.287102571572846,0.0386839697643238,0.0431787959925134
47,0.258647365718935,0.188653504919138,0.0576712768750022,0.135519675932045,0.0608103153512252,0.0628190722508515,0.170533154468378,0.0362257436648441,0.0291198908195814
48,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
49,0.230894369084234,0.145523331372746,0.0417687937995439,0.0909181732554395,0.0631274363196971,0.0738188714484892,0.282776367700045,0.0332517292681783,0.0379209277516261
50,0.125935375055381,0.287199250431884,0.0498499887771183,0.148958317697962,0.0524487837321374,0.0704795440443826,0.189950372352226,0.0454123996867313,0.0297659682221782
51,0.198669580202983,0.212465732907611,0.059495621002944,0.139358458653364,0.0615710491420676,0.0667436872116653,0.182669483780072,0.0452004623582449,0.0338259247410478
52,0.172929800370109,0.162457935066969,0.0464433210962822,0.107129233481832,0.0681344140758429,0.0746087484567099,0.286882724977413,0.0382375877138942,0.0431762347609479
53,0.261912945135533,0.189241342083084,0.0506891975997093,0.129223702033045,0.0561583134675225,0.0628912040315003,0.18205513949101,0.0383094240246075,0.0295187321339884
54,0.200721944172568,0.211176920593139,0.0600711241132785,0.14179874383227,0.0634087529098002,0.0678304592657334,0.175078928357193,0.0452895622998356,0.0346235644561816
55,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
56,0.17292966868274,0.162458149825722,0.0464433248936231,0.107129297129147,0.0681343950689774,0.0746087154146737,0.286882737163232,0.0382375440912981,0.0431761677305871
57,0.172929800370109,0.16245793506697,0.0464433210962823,0.107129233481832,0.0681344140758427,0.0746087484567099,0.286882724977412,0.0382375877138942,0.043176234760948
58,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
59,0.107629848993861,0.277189392539925,0.0464856964352076,0.119765632646003,0.0574825808842485,0.0583027068219641,0.27863369916957,0.0280071986040735,0.0265032439051474
60,0.172929792522122,0.162457930713128,0.0464433206631751,0.107129233653826,0.0681344127199834,0.0746087564186691,0.28688273215057,0.038237588410498,0.0431762327480293
61,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
62,0.168282875100522,0.162269274100789,0.0472192404631526,0.108662488034538,0.0685152773658548,0.0749215582961247,0.291140499414065,0.0378841185981648,0.0411046686267901
63,0.182851797313357,0.114914861787232,0.0452816330788335,0.119325343540852,0.0617896434846499,0.086607089022668,0.332416932779698,0.0273314325530364,0.0294812664396738
64,0.444404234437236,0.115703112595653,0.0697126446849139,0.119269081927638,0.0814032328426083,0.0580340726935934,0.063530599955202,0.0237438534788533,0.0241991673843026
65,0.172929792522122,0.162457930713128,0.0464433206631751,0.107129233653826,0.0681344127199834,0.0746087564186691,0.28688273215057,0.038237588410498,0.0431762327480293
66,0.204459569254984,0.208759264374286,0.0605205768965717,0.142092274245294,0.0623341306750597,0.0671195943360781,0.175189155883571,0.0454400769415745,0.0340853573925817
67,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
68,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
69,0.172929800370109,0.16245793506697,0.0464433210962823,0.107129233481832,0.0681344140758427,0.0746087484567099,0.286882724977412,0.0382375877138942,0.043176234760948
70,0.168925922517869,0.162450714778702,0.0470851324378572,0.108407383937775,0.068413737928281,0.0747853850776914,0.290714844680854,0.0378698421797004,0.0413470364612701
71,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
72,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
73,0.175825505539955,0.242444812410506,0.0544973983937415,0.146824442760881,0.0587481274922422,0.0691653202623841,0.177345423108195,0.0433466630657473,0.0318023069663489
74,0.161506471051157,0.167408356275864,0.0480372683596514,0.11023461375288,0.0688799236165361,0.0748213890858032,0.291131968094044,0.038505106173422,0.0394749035906416
75,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
76,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
77,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
78,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
79,0.172929800370109,0.16245793506697,0.0464433210962823,0.107129233481832,0.0681344140758427,0.0746087484567099,0.286882724977412,0.0382375877138942,0.043176234760948
80,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
81,0.197195367378077,0.2126245092284,0.0596473786836435,0.141382759288632,0.0638793845188255,0.0682184304595778,0.177129987097413,0.0450854242772342,0.0348367590681973
82,0.200237585181791,0.0789402791900257,0.0436824401384312,0.123760423367432,0.0918244291744777,0.134747527606154,0.272334937091989,0.0256482392854481,0.028824138964251
83,0.290951197204932,0.191245808836282,0.0488179505601594,0.127020917685392,0.0541255862671997,0.0558926676566086,0.175439693712259,0.0303149717264171,0.02619120635075
