"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
1,0.293109974893681,0.0667888294460416,0.032365781545336,0.0670897772519806,0.0616294181697853,0.117990892353624,0.294562459882936,0.0442728071248007,0.0221900593318159
2,0.424139066707992,0.0449930238196639,0.0478361524123569,0.103750814681943,0.089290329184347,0.108260066500453,0.127560192633574,0.0290568612184851,0.0251134928411851
3,0.256252714740101,0.146014060828654,0.0771212689378589,0.157144727021966,0.0908438847061591,0.0565345628754938,0.131143022142287,0.0488594146211975,0.0360863441262821
4,0.150851866544273,0.209258498728318,0.0332805698289289,0.0934267310592261,0.0441486877098078,0.0528336163733076,0.353557309792681,0.0325204397409891,0.0301222802224677
5,0.117415872351015,0.297321587466285,0.101225204778927,0.171876725242965,0.0580186540399583,0.0649843314590524,0.108546178217449,0.0489133544752353,0.0316980919691117
6,0.494222099400612,0.0567325541228938,0.0299408022089425,0.0994676457471166,0.065582654967683,0.0496309601932512,0.15263137236767,0.0279336420919021,0.0238582688999283
7,0.0506467993798575,0.526717416268244,0.0754105023293457,0.058612461322731,0.0368308056436154,0.040313150673297,0.123451535135008,0.064244399093488,0.0237729301544139
8,0.218928983457809,0.19381290848845,0.046823561308991,0.169075568446618,0.0579043511647164,0.0695548163704171,0.17847294608524,0.0400355536609625,0.0253913110167962
9,0.374009860761949,0.0951119434226055,0.0577800058404334,0.108180914951101,0.0646331937339508,0.0743459208297628,0.150728512606927,0.0381392789333482,0.0370703689199224
10,0.0988646798964104,0.358454279010066,0.0989012296009932,0.152582005934719,0.0583239133115763,0.0592228651806295,0.0930081908884538,0.0479772670692006,0.0326655691079506
11,0.184638062789496,0.216536392418912,0.0517291167038578,0.163822414381458,0.0704336467733121,0.0721306957306174,0.174114286538932,0.0388715850557616,0.0277237996076539
12,0.0628107218023466,0.538708244696681,0.0495668215051031,0.069176462944813,0.0412742311918006,0.0433868093836151,0.134354396720881,0.0402190802028732,0.0205032315518863
13,0.221502795930142,0.113334216508214,0.0505209586235341,0.0974771828801417,0.0654038612003791,0.0632384802780438,0.273606508862337,0.0379221877989781,0.07699380791823
