"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
1,0.157983727808085,0.231588717717897,0.128447259213435,0.164333503593935,0.0768396438412545,0.0693997972332276,0.0943493868264219,0.0457845538712167,0.0312734098945274
2,0.157983727808085,0.231588717717897,0.128447259213435,0.164333503593935,0.0768396438412545,0.0693997972332276,0.0943493868264219,0.0457845538712167,0.0312734098945274
3,0.135708572179486,0.203019136257676,0.202521481179692,0.164063895922545,0.0783319873352715,0.0722611843632192,0.0744015897514181,0.042555637114691,0.0271365158960012
4,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
5,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
6,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
7,0.231367499433608,0.101186817208454,0.0109207366196964,0.0204506730492342,0.0294176158299429,0.0364957791924021,0.560286208903133,0.00590001942827963,0.00397465033524905
8,0.0529015297121023,0.0639827253889177,0.0139175244804573,0.0369789908998048,0.0281040251095411,0.0195187592553473,0.757527498902519,0.00738480753830092,0.0196841387130095
9,0.219103222704887,0.0967199085648756,0.0874837398456753,0.117096414356872,0.0913690304184672,0.0826449986750241,0.190108064221377,0.0363354594999141,0.0791391617129072
10,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
11,0.0684450883025909,0.0641623064394402,0.0199835716012129,0.0720308528174827,0.0422579404962715,0.0572419448608192,0.649732107356405,0.0143102228740989,0.0118359652516791
12,0.0787267931331169,0.081101352596695,0.0334017758196177,0.0893368109755947,0.0637860922613715,0.0457989694409076,0.522154633528446,0.0210354210579593,0.0646581511862913
13,0.0684450883025909,0.0641623064394402,0.0199835716012129,0.0720308528174827,0.0422579404962715,0.0572419448608192,0.649732107356405,0.0143102228740989,0.0118359652516791
14,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
15,0.393677693220078,0.0752120494235606,0.0546480119233208,0.0951705803100563,0.0778563923432086,0.0754367880610563,0.154298853899633,0.0353735096467632,0.0383261211723228
16,0.477767190413332,0.0836406487290422,0.0683966447764428,0.102930616824196,0.072870331078483,0.0549359164329695,0.0855879215176859,0.0301983255095275,0.0236724047183216
17,0.338408539330842,0.0930814797563917,0.0767644334666236,0.1098161406744,0.0790614511055208,0.0845926107306362,0.143772518688833,0.0376729286173423,0.0368298976294104
18,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
19,0.338408539330842,0.0930814797563917,0.0767644334666236,0.1098161406744,0.0790614511055208,0.0845926107306362,0.143772518688833,0.0376729286173423,0.0368298976294104
20,0.0421438941450316,0.10349046235011,0.0156166925120104,0.0944786248823857,0.0345746951196868,0.0630604338070525,0.621086302524613,0.0162159545990872,0.0093329400600232
21,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
22,0.0987196691418598,0.159482001905898,0.0498050070337859,0.374754255345551,0.0654018269718753,0.0693376808360464,0.126532938634188,0.0306349347905905,0.0253316853402051
23,0.135708572179486,0.203019136257676,0.202521481179692,0.164063895922545,0.0783319873352715,0.0722611843632192,0.0744015897514181,0.042555637114691,0.0271365158960012
24,0.135708572179486,0.203019136257676,0.202521481179692,0.164063895922545,0.0783319873352715,0.0722611843632192,0.0744015897514181,0.042555637114691,0.0271365158960012
25,0.135708572179486,0.203019136257676,0.202521481179692,0.164063895922545,0.0783319873352715,0.0722611843632192,0.0744015897514181,0.042555637114691,0.0271365158960012
26,0.158050653736979,0.243591689321831,0.0621368713485227,0.147219638541516,0.0624185844577099,0.0560092194783681,0.194792884122477,0.0429188954282248,0.0328615635643714
27,0.10877026412055,0.378580603459564,0.0535797961711603,0.127226724454224,0.050994823285875,0.0516662221750537,0.16265459563257,0.0389148174828219,0.0276121532181805
28,0.0923448632844016,0.15306898191082,0.0151400931249515,0.0434197688093488,0.0303068551137545,0.0514048520578528,0.578353690503293,0.0218072364182627,0.0141536587773158
29,0.10877026412055,0.378580603459564,0.0535797961711603,0.127226724454224,0.050994823285875,0.0516662221750537,0.16265459563257,0.0389148174828219,0.0276121532181805
