"ID","class1","class2","class3","class4","class5","class6","class7","class8","class9"
0,0.593754796833542,0.653806451612903,0.577271145144448,0.503580815968915,0.339569981393426,0.468699454861319,1.02324537784958,0.281697612732095,0.18232946298984
1,0.613819266276341,0.631129032258064,0.620605638705186,0.702506571178241,0.269123423609675,0.548673096507518,0.571912583019207,0.475862068965517,0.320029027576197
2,0.627371006293446,0.51541935483871,0.570483814827706,0.588358538722334,0.346444076907174,0.468699454861319,0.745052504038772,0.456763925729443,0.269593613933237
3,0.543122163015591,1.20316129032258,0.70936303515489,0.6878595101139,0.324943146578458,0.616545857545079,0.914176090468498,0.418037135278515,0.266146589259797
4,0.786154419665373,0.360483870967742,0.474242951618517,0.629899813340444,0.409913169319826,0.615707182651411,0.584118650152576,0.561803713527851,0.202648766328012
5,0.54796833541653,0.285258064516129,0.264183780020884,0.619557350196183,0.232840603679967,0.2778410112023,0.211272661999641,0.368700265251989,0.132438316400581
6,0.515711685634717,0.507129032258064,0.540549947789767,0.443849758104453,0.461339673351251,0.615707182651411,0.87901633458984,0.260477453580902,0.148584905660377
7,0.764313751288292,0.734548387096774,0.465715280194918,0.880404556016914,0.622131486458549,0.593662014017852,0.594417519296356,0.474801061007958,0.377358490566038
8,0.239019362761222,0.365225806451613,0.14671075530804,0.271322997219154,0.164874922472607,0.192895225543641,0.494917878298331,0.149602122015915,0.209361393323657
9,0.490998399228121,1.02148387096774,0.601983988861817,0.488609957715897,0.488164151333471,0.531300545138681,0.743111649614073,0.680106100795756,0.455914368650218
10,0.466394754731048,0.583096774193548,0.430560389836408,0.376766599367643,0.339569981393426,0.465224944587552,0.951512295817627,0.588859416445623,0.263969521044993
11,0.54796833541653,0.937225806451613,0.513226592412113,0.619557350196183,0.269123423609675,0.270592463907027,0.73911775264764,0.549071618037135,0.521589259796807
12,0.219766243448896,0.0707096774193548,0.0699617124956491,0.182869224029561,0.269433533181724,0.147007727790092,0.0717330820319512,0.406366047745358,0.148584905660377
13,0.543122163015591,0.848903225806452,0.64027149321267,0.6878595101139,0.324943146578458,0.638890552926376,0.85301112906121,0.786737400530504,0.766509433962264
14,0.786154419665373,0.650258064516129,0.325443786982249,0.629899813340444,0.409913169319826,0.495896483555982,0.74744211093161,0.522015915119363,0.202648766328012
15,0.353924083941846,0.81041935483871,0.671075530804038,0.466439373738143,0.323909448004962,0.531300545138681,0.699649973074852,0.605305039787798,0.398584905660377
16,0.636822138894371,0.577838709677419,0.398016011138183,0.584187269056417,0.374250568534215,0.551548553285808,0.87901633458984,0.614323607427056,0.269049346879536
17,0.810801920926255,0.686161290322581,0.73442394709363,0.875471410612929,0.387636965060988,0.476187623554783,0.748384491114701,0.270557029177719,0.250181422351234
18,0.293248251211543,0.377032258064516,0.296032022276366,0.338901375185707,0.344066570188133,0.339902953333733,0.362580775444265,0.241909814323607,0.229680696661829
19,0.694427998158016,0.955290322580645,0.719631047685346,0.777151346615367,0.488164151333471,0.46893907625951,0.764674205708131,0.516710875331565,0.328737300435414
20,0.506260553033792,0.527741935483871,0.321789070657849,0.448021027770371,0.315174695058921,0.321691727071227,0.655851732184527,0.450928381962865,0.263969521044993
21,0.744950990066443,0.945612903225806,0.582318134354333,0.792522189630871,0.503617945007236,0.338465224944588,0.718161012385568,0.40159151193634,0.45899854862119
22,0.627371006293446,0.364032258064516,0.321789070657849,0.588358538722334,0.346444076907174,0.424788833642844,0.52593789265841,0.358620689655172,0.208817126269956
23,0.737166414490275,0.641032258064516,0.504002784545771,0.84097748657194,0.468368823651023,0.323069550110825,0.551987973433854,0.550132625994695,0.766509433962264
24,0.601363945354472,0.498870967741936,0.369126348764358,0.426155194087844,0.2307215216043,0.34888875576589,0.877389606892838,0.548010610079576,0.263425253991292
